Stim,CorrResp,Ctx_color,KeyNum,imStim,imStim_r,imStim_g,x_pos,y_pos,Hand,Feedback,Import_Stim.thisRepN,Import_Stim.thisTrialN,Import_Stim.thisN,Import_Stim.thisIndex,Instr_Exp_Bool.thisRepN,Instr_Exp_Bool.thisTrialN,Instr_Exp_Bool.thisN,Instr_Exp_Bool.thisIndex,RT_Bool_Hand.thisRepN,RT_Bool_Hand.thisTrialN,RT_Bool_Hand.thisN,RT_Bool_Hand.thisIndex,RT_Iter_Hand.thisRepN,RT_Iter_Hand.thisTrialN,RT_Iter_Hand.thisN,RT_Iter_Hand.thisIndex,TR_Bool_Hand.thisRepN,TR_Bool_Hand.thisTrialN,TR_Bool_Hand.thisN,TR_Bool_Hand.thisIndex,TR_Block_Hand.thisRepN,TR_Block_Hand.thisTrialN,TR_Block_Hand.thisN,TR_Block_Hand.thisIndex,TR_Iter_Hand.thisRepN,TR_Iter_Hand.thisTrialN,TR_Iter_Hand.thisN,TR_Iter_Hand.thisIndex,TR_Feedback_Bool_Hand.thisRepN,TR_Feedback_Bool_Hand.thisTrialN,TR_Feedback_Bool_Hand.thisN,TR_Feedback_Bool_Hand.thisIndex,TR_Penalty_Bool_Hand.thisRepN,TR_Penalty_Bool_Hand.thisTrialN,TR_Penalty_Bool_Hand.thisN,TR_Penalty_Bool_Hand.thisIndex,CR_Bool.thisRepN,CR_Bool.thisTrialN,CR_Bool.thisN,CR_Bool.thisIndex,CR_Grp_B_Bool.thisRepN,CR_Grp_B_Bool.thisTrialN,CR_Grp_B_Bool.thisN,CR_Grp_B_Bool.thisIndex,CR_Iter_Ctx1.thisRepN,CR_Iter_Ctx1.thisTrialN,CR_Iter_Ctx1.thisN,CR_Iter_Ctx1.thisIndex,CR_Iter_Ctx2.thisRepN,CR_Iter_Ctx2.thisTrialN,CR_Iter_Ctx2.thisN,CR_Iter_Ctx2.thisIndex,CR_Grp_R_Bool.thisRepN,CR_Grp_R_Bool.thisTrialN,CR_Grp_R_Bool.thisN,CR_Grp_R_Bool.thisIndex,RT_Bool.thisRepN,RT_Bool.thisTrialN,RT_Bool.thisN,RT_Bool.thisIndex,RT_Block.thisRepN,RT_Block.thisTrialN,RT_Block.thisN,RT_Block.thisIndex,RT_Iter.thisRepN,RT_Iter.thisTrialN,RT_Iter.thisN,RT_Iter.thisIndex,TR_Bool.thisRepN,TR_Bool.thisTrialN,TR_Bool.thisN,TR_Bool.thisIndex,TR_Block.thisRepN,TR_Block.thisTrialN,TR_Block.thisN,TR_Block.thisIndex,TR_Iter.thisRepN,TR_Iter.thisTrialN,TR_Iter.thisN,TR_Iter.thisIndex,TR_Feedback_Bool.thisRepN,TR_Feedback_Bool.thisTrialN,TR_Feedback_Bool.thisN,TR_Feedback_Bool.thisIndex,TR_Penalty_Bool.thisRepN,TR_Penalty_Bool.thisTrialN,TR_Penalty_Bool.thisN,TR_Penalty_Bool.thisIndex,stim_key_map_ctx1,stim_key_map_ctx2,stim_key_remap_ctx1,stim_key_remap_ctx2,Remap_Ctx,Remap_Two_Pair,Remap_One_Pair,Instr_Exp_Text.started,Instr_Exp_Text.stopped,Instr_Exp_Key.keys,Instr_Exp_Key.rt,Instr_Exp_Key.started,Instr_Exp_Key.stopped,Instr_RT_Hand_Rext.started,Instr_RT_Hand_Rext.stopped,Instr_RT_Hand_Key.keys,Instr_RT_Hand_Key.rt,Instr_RT_Hand_Key.started,Instr_RT_Hand_Key.stopped,Pre_Trial_Circle_Frame_Hand.started,Pre_Trial_Circle_Frame_Hand.stopped,Symbol,ctx,Key_Num,Stim_Type,Finger,Block_Type,Remap,Repeat_Count,Trial_Count,Grp_B,Brp_R,Block_Num,Set_Prep_Time,Session,Pre_Trial_HandShape.started,Pre_Trial_HandShape.stopped,RT_Circle_Frame_Hand.started,RT_Circle_Frame_Hand.stopped,RT_Press_Hand.keys,RT_Press_Hand.corr,RT_Press_Hand.rt,RT_Press_Hand.started,RT_Press_Hand.stopped,RT_HandShape.started,RT_HandShape.stopped,RT_Stim_Hand.started,RT_Stim_Hand.stopped,RT_Circle_Frame_Feedback.started,RT_Circle_Frame_Feedback.stopped,RT_Feedback_Image.started,RT_Feedback_Image.stopped,instr_HAND_TR_text.started,instr_HAND_TR_text.stopped,Instr_HAND_TR_press.keys,Instr_HAND_TR_press.rt,Instr_HAND_TR_press.started,Instr_HAND_TR_press.stopped,Instr_Block_Num_Text.started,Instr_Block_Num_Text.stopped,Instr_Block_Num_Press.keys,Instr_Block_Num_Press.rt,Instr_Block_Num_Press.started,Instr_Block_Num_Press.stopped,TR_Circle_Hand.started,TR_Circle_Hand.stopped,TR_Circle_Frame_Hand.started,TR_Circle_Frame_Hand.stopped,TR_HandShape.started,TR_HandShape.stopped,TR_Stim_Hand.started,TR_Stim_Hand.stopped,TR_Press_Hand.keys,TR_Press_Hand.corr,TR_Press_Hand.rt,TR_Press_Hand.started,TR_Press_Hand.stopped,Tr_Circle_Frame_Feedback.started,Tr_Circle_Frame_Feedback.stopped,TR_Feedback_Text.started,TR_Feedback_Text.stopped,TR_Feedback_Image.started,TR_Feedback_Image.stopped,Instr_CR_Text_Ctx1.started,Instr_CR_Text_Ctx1.stopped,Instr_CR_Press_Ctx1.keys,Instr_CR_Press_Ctx1.rt,Instr_CR_Press_Ctx1.started,Instr_CR_Press_Ctx1.stopped,Pre_Trial_Circle_Frame.started,Pre_Trial_Circle_Frame.stopped,Shape,RT_Circle_Fame.started,RT_Circle_Fame.stopped,RT_Ctx.started,RT_Ctx.stopped,RT_Stim_Image.started,RT_Stim_Image.stopped,RT_Press.keys,RT_Press.corr,RT_Press.rt,RT_Press.started,RT_Press.stopped,Instr_CR_Text_Ctx2.started,Instr_CR_Text_Ctx2.stopped,Instr_CR_Press_Ctx2.keys,Instr_CR_Press_Ctx2.rt,Instr_CR_Press_Ctx2.started,Instr_CR_Press_Ctx2.stopped,Instr_RT_Text.started,Instr_RT_Text.stopped,Instr_RT_Press.keys,Instr_RT_Press.rt,Instr_RT_Press.started,Instr_RT_Press.stopped,Instr_TR_text.started,Instr_TR_text.stopped,Instr_TR_Press.keys,Instr_TR_Press.rt,Instr_TR_Press.started,Instr_TR_Press.stopped,TR_Circle_Frame.started,TR_Circle_Frame.stopped,TR_Circle.started,TR_Circle.stopped,TR_Ctx.started,TR_Ctx.stopped,TR_Stim_Image.started,TR_Stim_Image.stopped,TR_Press.keys,TR_Press.corr,TR_Press.rt,TR_Press.started,TR_Press.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,Symb,i,RT,0,0,3,1,0,1,0,1,,,,,,,,,,,,,,74.36680290001095,None,74.36680290001095,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.72649190001539,None,media/ddnb.png,73.9271670000162,73.9271670000162,73.9271670000162,None,73.9271670000162,None,i,1,0.40918250000686385,73.9271670000162,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3,Symb,i,RT,0,0,4,1,0,1,0,1,,,,,,,,,,,,,,75.39435440002126,None,75.39435440002126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.6770146000199,None,media/ddnb.png,74.876883000019,74.876883000019,74.876883000019,None,74.876883000019,None,i,1,0.4756344000052195,74.876883000019,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,Symb,u,RT,0,0,5,1,0,1,0,1,,,,,,,,,,,,,,76.64337430000887,None,76.64337430000887,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.6935516000085,None,media/dnnb.png,75.89342800001032,75.89342800001032,75.89342800001032,None,75.89342800001032,None,u,1,0.714876899990486,75.89342800001032,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,Symb,h,RT,0,0,6,1,0,1,0,1,,,,,,,,,,,,,,77.54784660000587,None,77.54784660000587,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.94364650000352,None,media/djnb.png,77.14363659999799,77.14363659999799,77.14363659999799,None,77.14363659999799,None,h,1,0.37671720000798814,77.14363659999799,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,Symb,l,RT,0,0,7,1,0,1,0,1,,,,,,,,,,,,,,78.54922060001991,None,78.54922060001991,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.86011330000474,None,media/dinb.png,78.06034630001523,78.06034630001523,78.06034630001523,None,78.06034630001523,None,l,1,0.45192049999604933,78.06034630001523,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,Symb,l,RT,0,0,8,1,0,1,0,1,,,,,,,,,,,,,,79.87829650001368,None,79.87829650001368,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.86029520002194,None,media/dinb.png,79.06021090000286,79.06021090000286,79.06021090000286,None,79.06021090000286,None,l,1,0.7807620000094175,79.06021090000286,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,Symb,l,RT,0,0,9,1,0,1,0,1,,,,,,,,,,,,,,80.94902689999435,None,80.94902689999435,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.19370900001377,None,media/dinb.png,80.39369810000062,80.39369810000062,80.39369810000062,None,80.39369810000062,None,l,1,0.5264695000078063,80.39369810000062,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,Symb,u,RT,0,0,0,1,0,2,0,1,,,,,,,,,,,,,,84.45229519999702,None,84.45229519999702,None,,,,,,,81.26007030002074,None,h,0.6048379999992903,81.26007030002074,None,,,,,,,,,,,,,,,,,,,,,,,,,,81.89350400000694,None,media/djnb.png,82.09373210000922,82.09373210000922,82.09373210000922,None,82.09373210000922,None,i,0,2.298604500014335,82.09373210000922,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,Symb,i,RT,0,0,1,1,0,2,0,1,,,,,,,,,,,,,,86.63033870002255,None,86.63033870002255,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.46020960001624,None,media/dnnb.png,85.66055450000567,85.66055450000567,85.66055450000567,None,85.66055450000567,None,i,1,0.9243561000039335,85.66055450000567,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,Symb,h,RT,0,0,2,1,0,2,0,1,,,,,,,,,,,,,,88.23363930001506,None,88.23363930001506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.94357170001604,None,media/dinb.png,87.1437657000206,87.1437657000206,87.1437657000206,None,87.1437657000206,None,h,1,1.04905649999273,87.1437657000206,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,Symb,l,RT,0,0,3,1,0,2,0,1,,,,,,,,,,,,,,89.12033600002178,None,89.12033600002178,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.54373590002069,None,media/ddnb.png,88.74387860001298,88.74387860001298,88.74387860001298,None,88.74387860001298,None,l,1,0.336497899988899,88.74387860001298,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,Symb,u,RT,0,0,4,1,0,2,0,1,,,,,,,,,,,,,,90.03463170002215,None,90.03463170002215,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.42710339999758,None,media/djnb.png,89.62710529999458,89.62710529999458,89.62710529999458,None,89.62710529999458,None,u,1,0.3654852000181563,89.62710529999458,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,Symb,h,RT,0,0,5,1,0,2,0,1,,,,,,,,,,,,,,91.23145789999398,None,91.23145789999398,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.34377720000339,None,media/dinb.png,90.54406929999823,90.54406929999823,90.54406929999823,None,90.54406929999823,None,h,1,0.6484772999829147,90.54406929999823,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,3,Symb,l,RT,0,0,6,1,0,2,0,1,,,,,,,,,,,,,,92.17258270000457,None,92.17258270000457,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.54385610000463,None,media/ddnb.png,91.7435766000126,91.7435766000126,91.7435766000126,None,91.7435766000126,None,l,1,0.3929253999958746,91.7435766000126,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,Symb,i,RT,0,0,7,1,0,2,0,1,,,,,,,,,,,,,,93.53446950000944,None,93.53446950000944,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.47690800001146,None,media/dnnb.png,92.6772076000052,92.6772076000052,92.6772076000052,None,92.6772076000052,None,i,1,0.811335100006545,92.6772076000052,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,Symb,h,RT,0,0,8,1,0,2,0,1,,,,,,,,,,,,,,94.74951330001932,None,94.74951330001932,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.84363750001648,None,media/dinb.png,94.04367210000055,94.04367210000055,94.04367210000055,None,94.04367210000055,None,h,1,0.6687781999935396,94.04367210000055,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,0,Symb,u,RT,0,0,9,1,0,2,0,1,,,,,,,,,,,,,,95.86638049999601,None,95.86638049999601,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.06038540002191,None,media/djnb.png,95.26031189999776,95.26031189999776,95.26031189999776,None,95.26031189999776,None,u,1,0.5720920000167098,95.26031189999776,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,Symb,h,TR,0,0,0,1,0,1,0.5714699551249867,1,,,,,,,,,,,,,,,,,,,,,,,,96.76315810001688,None,h,0.4937293000111822,96.76315810001688,None,,,,,,,,,,,,,,99.24572690000059,None,99.24572690000059,None,99.24572690000059,None,,,,,,,97.27684870001394,None,media/djnb.png,,,,,,,,,,,,,,,,,,,,,,,,96.1857377999986,None,h,0.5587442000105511,96.1857377999986,None,97.47849330000463,97.47849330000463,97.47849330000463,None,97.47849330000463,None,98.49473930001841,None,h,1,1.7234591000014916,97.47849330000463,None,1,1,2020_Dec_10_1122,Context_Learning_Pilot,2020.1.3,59.940107845248136,
